CRASH_NUM,Coll,Int,Wea,TrWay,PSL,Align,TCD,CF
2019_10493,Angle,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2019_10493,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_10497,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2019_10506,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_10507,Angle,Four-Way Intersection,Clear,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
2019_10523,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
2019_10525,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_10528,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_10547,Front-to-Front,Not an Intersection,Rain,Two-Way Undivided,30 MPH,Curve,No Controls,Negotiating a Curve
2019_10549,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Stop Sign,Others
2019_10555,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_10559,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
2019_10578,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_10589,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2019_10589,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2019_10601,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2019_10608,Angle,T-Intersection,Clear,Two-Way Undivided,30 MPH,Curve,Stop Sign,Turning
2019_10640,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_10653,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2019_10653,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_10660,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_10660,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_10662,Front-to-Front,Four-Way Intersection,Cloudy,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2019_10685,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_10688,Angle,Four-Way Intersection,Rain,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2019_10691,Angle,Not an Intersection,Rain,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2019_10691,Angle,Not an Intersection,Rain,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_10710,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
2019_10727,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2019_10728,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_10742,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_10749,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2019_10761,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2019_10766,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2019_10810,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2019_10819,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,Stop Sign,Turning
2019_10819,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_10824,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_10824,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_10824,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_10825,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Going Straight
2019_10826,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_10828,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Going Straight
2019_10841,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_10841,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_10842,Angle,T-Intersection,Clear,Two-Way Divided,25 MPH,Straight,Stop Sign,Turning
2019_10851,Angle,T-Intersection,Clear,Two-Way Divided,45 MPH,Straight,Stop Sign,Going Straight
2019_10860,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Going Straight
2019_10863,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_10863,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_40009,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2019_40009,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
2019_40014,Angle,T-Intersection,Cloudy,Two-Way Divided,35 MPH,Straight,Stop Sign,Turning
2019_40031,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2019_40068,Sideswipe,Not an Intersection,Rain,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_40068,Sideswipe,Not an Intersection,Rain,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_40081,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2019_40084,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2019_40095,Angle,Four-Way Intersection,Rain,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_40108,Angle,Four-Way Intersection,Rain,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_40108,Angle,Four-Way Intersection,Rain,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2019_40121,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2019_40132,Sideswipe,Not an Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_40133,Front-to-Rear,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Stop Sign,Turning
2019_40139,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Making a U-turn
2019_40149,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_40162,Front-to-Rear,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
2019_40165,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_40183,Angle,Not an Intersection,Rain,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2019_40189,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2019_40193,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2019_40195,Angle,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_40196,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2019_40199,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
2019_40202,Front-to-Front,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2019_40207,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_40212,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_40213,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_40213,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Others
2019_40224,Angle,Y-Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2019_40231,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
2019_40243,Angle,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Turning
2019_40253,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2019_40253,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2019_40285,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2019_40285,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2019_40289,Angle,Not an Intersection,Clear,Two-Way Undivided,25 MPH,Curve,No Controls,Negotiating a Curve
2019_40339,Sideswipe,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
2019_40346,Front-to-Front,T-Intersection,Clear,Two-Way Divided,35 MPH,Straight,Stop Sign,Turning
2019_40346,Front-to-Front,T-Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_40372,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Changing Lanes/Overtaking
2019_40372,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_40393,Others,Not an Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_40409,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Stop Sign,Turning
2019_40427,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Making a U-turn
2019_40427,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_40428,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_40428,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_40438,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
2019_40441,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2019_40443,Angle,T-Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2019_40446,Angle,T-Intersection,Clear,Unknown,15 MPH,Straight,Traffic control signal,Turning
2019_40456,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2019_40461,Angle,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
2019_40461,Angle,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Turning
2019_40487,Front-to-Front,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_40512,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2019_40512,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_40535,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_40536,Angle,Y-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_40541,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_40552,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2019_40556,Angle,Not Reported,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2019_40556,Angle,Not Reported,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2019_40567,Angle,Y-Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
2019_40571,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_40574,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Accelerating/Decelerating
2019_40574,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2019_40578,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_40588,Front-to-Rear,T-Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Others
2019_40596,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2019_40610,Angle,Y-Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
2019_40611,Sideswipe,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_40626,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2019_40630,Front-to-Rear,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_40633,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_40649,Front-to-Front,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_40663,Sideswipe,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Turning
2019_40670,Others,Not an Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,No Controls,Making a U-turn
2019_40690,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2019_40690,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2019_40691,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
2019_40693,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Changing Lanes/Overtaking
2019_40694,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2019_40694,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_40703,Angle,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2019_40714,Angle,Y-Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2019_40725,Sideswipe,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Others
2019_40740,Others,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2019_40742,Angle,Not an Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Turning
2019_40747,Angle,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_40752,Angle,T-Intersection,Clear,Two-Way Divided,45 MPH,Straight,Stop Sign,Turning
2019_40752,Angle,T-Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_40780,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2019_40788,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_40788,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Others
2019_40797,Angle,Y-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_40797,Angle,Y-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_40805,Angle,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2019_40807,Angle,Y-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_40817,Sideswipe,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_40860,Angle,Four-Way Intersection,Cloudy,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2019_40863,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
2019_40866,Angle,Y-Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
2019_40868,Angle,Not an Intersection,Clear,Two-Way Divided,40 MPH,Curve,No Controls,Turning
2019_40902,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2019_40907,Front-to-Rear,Four-Way Intersection,Rain,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_40907,Front-to-Rear,Four-Way Intersection,Rain,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Others
2019_40908,Angle,Four-Way Intersection,Others,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2019_40911,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_40915,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Unknown
2019_40915,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Unknown
2019_40919,Angle,Y-Intersection,Rain,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_40925,Front-to-Rear,Not an Intersection,Others,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
2019_50021,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
2019_50024,Sideswipe,Not an Intersection,Rain,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_50028,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_50054,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_50054,Angle,Four-Way Intersection,Clear,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2019_50057,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_50062,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2019_50062,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_50110,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2019_50134,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_50179,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2019_50196,Angle,Y-Intersection,Clear,Two-Way Undivided,45 MPH,Curve,Traffic control signal,Turning
2019_50212,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2019_50225,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2019_50232,Front-to-Rear,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_50247,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2019_50248,Sideswipe,Not an Intersection,"Fog, Smog, Smoke",Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_50271,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2019_50299,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_50318,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2019_50318,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_50325,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Going Straight
2019_50329,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2019_50333,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_50333,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_50335,Angle,Four-Way Intersection,Clear,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
2019_50343,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_50364,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Warning Sign,Going Straight
2019_50391,Angle,T-Intersection,Cloudy,Two-Way Undivided,40 MPH,Curve,No Controls,Turning
2019_50399,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_50402,Angle,Not an Intersection,Rain,Two-Way Undivided,45 MPH,Curve,Warning Sign,Negotiating a Curve
2019_50417,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_50420,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_50443,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_50492,Angle,Not an Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_50498,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2019_60065,Front-to-Front,Not an Intersection,Rain,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_60065,Front-to-Front,Not an Intersection,Rain,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_60081,Angle,T-Intersection,Rain,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_60161,Angle,Four-Way Intersection,Cloudy,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60213,Others,Not an Intersection,Rain,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
2019_60225,Angle,Four-Way Intersection,Clear,Two-Way Undivided,30 MPH,Straight,No Controls,Turning
2019_60228,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60228,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60233,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2019_60233,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60235,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_60235,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_60236,Front-to-Rear,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_60248,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Unknown,Traffic control signal,Turning
2019_60258,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
2019_60258,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_60284,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_60284,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60286,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_60286,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_60290,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Unknown,Traffic control signal,Going Straight
2019_60298,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Unknown
2019_60300,Front-to-Front,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_60319,Angle,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2019_60320,Angle,Four-Way Intersection,Cloudy,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60320,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60321,Angle,T-Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2019_60324,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2019_60325,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2019_60352,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60352,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2019_60371,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_60372,Front-to-Rear,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_60390,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2019_60410,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_60410,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_60415,Angle,Four-Way Intersection,Rain,One-Way Trafficway,35 MPH,Straight,Traffic control signal,Going Straight
2019_60429,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
2019_60439,Sideswipe,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_60448,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2019_60450,Angle,Four-Way Intersection,Rain,Two-Way Divided,45 MPH,Unknown,Traffic control signal,Going Straight
2019_60450,Angle,Four-Way Intersection,Rain,Two-Way Divided,45 MPH,Unknown,Traffic control signal,Others
2019_60468,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Making a U-turn
2019_60470,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2019_60477,Angle,Four-Way Intersection,Clear,Two-Way Divided,25 MPH,Straight,No Controls,Going Straight
2019_60496,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2019_60500,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2019_60503,Front-to-Rear,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Others
2019_60538,Angle,T-Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2019_60540,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
