CRASH_NUM,Coll,Int,Wea,TrWay,PSL,Align,TCD,CF
2020_290208,Angle,Four-Way Intersection,Others,Unknown,35 MPH,Unknown,Traffic control signal,Others
2020_290212,Angle,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290212,Angle,Not an Intersection,Others,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
2020_290222,Angle,Four-Way Intersection,Others,Unknown,25 MPH,Unknown,No Controls,Going Straight
2020_290222,Angle,Four-Way Intersection,Others,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
2020_290223,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_290249,Sideswipe,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290249,Sideswipe,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290249,Sideswipe,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290254,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290259,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_290262,Angle,Not an Intersection,Others,Two-Way Undivided,40 MPH,Curve,No Controls,Turning
2020_290262,Angle,Not an Intersection,Others,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2020_290266,Angle,T-Intersection,Others,Unknown,15 MPH,Unknown,Stop Sign,Turning
2020_290266,Angle,T-Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_290272,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2020_290282,Angle,T-Intersection,Others,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290282,Angle,T-Intersection,Others,Entrance/Exit Ramp,35 MPH,Straight,Traffic control signal,Others
2020_290282,Angle,T-Intersection,Others,Entrance/Exit Ramp,35 MPH,Straight,Yield Sign,Others
2020_290283,Angle,Four-Way Intersection,Others,Unknown,25 MPH,Straight,Traffic control signal,Going Straight
2020_290284,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2020_290288,Angle,Four-Way Intersection,Others,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2020_290288,Angle,Four-Way Intersection,Others,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2020_290295,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2020_290298,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Unknown,Traffic control signal,Going Straight
2020_290298,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290311,Angle,Y-Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290311,Angle,Y-Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290312,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290313,Front-to-Front,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
2020_290325,Angle,T-Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_290332,Angle,Four-Way Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2020_290337,Sideswipe,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Changing Lanes/Overtaking
2020_290343,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2020_290362,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290366,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2020_290367,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_290367,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Others
2020_290372,Angle,T-Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2020_290373,Sideswipe,Not Reported,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Accelerating/Decelerating
2020_290382,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_290382,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_290382,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_290396,Front-to-Rear,Four-Way Intersection,Others,Two-Way Divided,30 MPH,Straight,Traffic control signal,Others
2020_290398,Angle,T-Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_290402,Angle,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2020_290410,Angle,Four-Way Intersection,Others,Two-Way Undivided,40 MPH,Curve,No Controls,Turning
2020_290413,Front-to-Front,Four-Way Intersection,Others,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
2020_290419,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2020_290423,Angle,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Changing Lanes/Overtaking
2020_290423,Angle,T-Intersection,Others,Unknown,25 MPH,Unknown,Stop Sign,Turning
2020_290423,Angle,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290434,Angle,T-Intersection,Others,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
2020_290434,Angle,T-Intersection,Others,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290434,Angle,T-Intersection,Others,Unknown,30 MPH,Unknown,Traffic control signal,Others
2020_290440,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_290440,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Unknown,Stop Sign,Going Straight
2020_290465,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290465,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290465,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290471,Angle,Four-Way Intersection,Others,Two-Way Undivided,10 MPH,Straight,Stop Sign,Going Straight
2020_290504,Angle,Four-Way Intersection,Others,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2020_290511,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290511,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
2020_290534,Angle,T-Intersection,Others,Two-Way Undivided,45 MPH,Straight,Warning Sign,Turning
2020_290545,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2020_290545,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2020_290547,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_290547,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_290560,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Changing Lanes/Overtaking
2020_290568,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Accelerating/Decelerating
2020_290568,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290577,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2020_290577,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290582,Angle,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290582,Angle,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2020_290583,Front-to-Rear,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290585,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290586,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_290590,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_290590,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_290596,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Others
2020_290604,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2020_290604,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2020_290607,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2020_290607,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2020_290617,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
2020_290617,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Turning
2020_290622,Angle,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2020_290628,Front-to-Rear,Four-Way Intersection,Others,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
2020_290628,Front-to-Rear,Four-Way Intersection,Others,Two-Way Divided,40 MPH,Straight,Traffic control signal,Others
2020_290649,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_290668,Front-to-Front,T-Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_290669,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Accelerating/Decelerating
2020_290685,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2020_290685,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2020_290691,Angle,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290691,Angle,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Making a U-turn
2020_290717,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Changing Lanes/Overtaking
2020_290717,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2020_290722,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2020_290722,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2020_290727,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290727,Angle,Four-Way Intersection,Others,Unknown,35 MPH,Straight,Traffic control signal,Going Straight
2020_290730,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290758,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Others
2020_290765,Angle,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290780,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
2020_290780,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_290781,Angle,Not an Intersection,Others,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Going Straight
2020_290782,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Unknown,Stop Sign,Going Straight
2020_290796,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290798,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290798,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2020_290819,Angle,Four-Way Intersection,Others,Unknown,25 MPH,Straight,Stop Sign,Going Straight
2020_290823,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2020_290835,Angle,Not an Intersection,Others,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2020_290835,Angle,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290836,Angle,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2020_290838,Angle,Not an Intersection,Others,Two-Way Divided,35 MPH,Straight,No Controls,Making a U-turn
2020_290841,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_290875,Front-to-Rear,Not an Intersection,Others,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
2020_290875,Front-to-Rear,Not an Intersection,Others,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
2020_290882,Angle,Y-Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2020_290891,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_290895,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2020_290900,Sideswipe,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Changing Lanes/Overtaking
2020_290900,Sideswipe,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290900,Sideswipe,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290900,Sideswipe,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_300077,Angle,T-Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2020_300102,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2020_300106,Angle,Not an Intersection,Others,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2020_300126,Angle,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
2020_300135,Angle,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2020_300135,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
2020_300144,Others,Not an Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Making a U-turn
2020_310020,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2020_310053,Angle,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2020_310069,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Unknown,Going Straight
2020_310069,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Unknown,Going Straight
2020_310082,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2020_310106,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
2020_310128,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2020_310142,Angle,T-Intersection,Others,Two-Way Divided,45 MPH,Straight,Unknown,Turning
2020_310145,Angle,Four-Way Intersection,Others,Two-Way Divided,35 MPH,Curve,Unknown,Negotiating a Curve
2020_310160,Angle,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2020_310162,Angle,Four-Way Intersection,Others,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
2020_310168,Angle,Four-Way Intersection,Others,Two-Way Divided,40 MPH,Straight,Unknown,Going Straight
2020_310168,Angle,Four-Way Intersection,Others,Two-Way Divided,40 MPH,Straight,Unknown,Accelerating/Decelerating
2020_310169,Angle,Not an Intersection,Others,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
2020_310171,Front-to-Front,Four-Way Intersection,Others,Two-Way Divided,35 MPH,Straight,Unknown,Going Straight
2020_310186,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
2020_310203,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Unknown,Making a U-turn
2020_310209,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_320002,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
